Subsystem	Locus_tag	Gene	Predicted_function	Canu_id	Prokka_annotation	Article_id	Article_annotation	EggNOG_annotation	EggNOG_gene_name	GO_terms	EC_number	KEGG_KO	BiGG_reactions	COG_cat
	LFTS_01487	nuoE	NADH-quinone oxidoreductase subunit E	BDKBJLID_02352	NADH ubiquinone oxidoreductase	LFTS_01487	1.6.5.3~~~~~~NADH-quinone oxidoreductase subunit F	NADH-ubiquinone oxidoreductase-F iron-sulfur binding region	nuoF2		1.6.5.3	ko:K00335		C
	LFTS_02078	nuoF	NADH-quinone oxidoreductase subunit F	BDKBJLID_00378	NADH ubiquinone oxidoreductase	LFTS_02078	1.6.5.3~~~~~~NADH-quinone oxidoreductase subunit F	NADH-ubiquinone oxidoreductase-F iron-sulfur binding region	nuoF	GO:0000166,GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0010181,GO:0015980,GO:0016020,GO:0030964,GO:0032553,GO:0032991,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0045271,GO:0045272,GO:0045333,GO:0048037,GO:0050662,GO:0051287,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0070469,GO:0070470,GO:0071944,GO:0097159,GO:0097367,GO:0098796,GO:0098797,GO:0098803,GO:1901265,GO:1901363,GO:1902494,GO:1990204	1.6.5.3	ko:K00334,ko:K00335		C
	LFTS_00694	nuoH	NADH-quinone oxidoreductase subunit H	BDKBJLID_01574	NADH dehydrogenase (ubiquinone), H subunit	LFTS_00694	1.6.5.3~~~nuoH~~~NADH dehydrogenase subunit H	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone	nuoH	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	1.6.5.3	ko:K00337		C
	LFTS_00695	nuoI	NADH-quinone oxidoreductase subunit I	BDKBJLID_01575	NADH dehydrogenase, chain I	LFTS_00695	1.6.5.3~~~nuoI~~~NADH-quinone oxidoreductase subunit I	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient	nuoI	GO:0003674,GO:0003824,GO:0003954,GO:0006091,GO:0006119,GO:0006120,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008137,GO:0008150,GO:0008152,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0015980,GO:0016310,GO:0016491,GO:0016651,GO:0016655,GO:0017144,GO:0019637,GO:0019693,GO:0022900,GO:0022904,GO:0034641,GO:0042773,GO:0042775,GO:0044237,GO:0044238,GO:0044281,GO:0045333,GO:0046034,GO:0046483,GO:0050136,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:1901135,GO:1901360,GO:1901564	1.6.5.3,1.6.99.3	ko:K00338,ko:K02573,ko:K03941		C
	LFTS_00696	nuoJ	NADH-quinone oxidoreductase subunit J	BDKBJLID_01576	putative NADH dehydrogenase (ubiquinone), chain J	LFTS_00696	1.6.5.3~~~~~~NADH-quinone oxidoreductase subunit J	Belongs to the complex I subunit 6 family	nuoJ	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	1.6.5.3	ko:K00339		C
	LFTS_00697	nuoK	NADH-quinone oxidoreductase subunit K	BDKBJLID_01577	NADH ubiquinone oxidoreductase I subunit K	LFTS_00697	1.6.5.3~~~nuoK~~~NADH-quinone oxidoreductase subunit K	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient	nuoK	GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006119,GO:0006120,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008137,GO:0008150,GO:0008152,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0015980,GO:0016020,GO:0016310,GO:0016491,GO:0016651,GO:0016655,GO:0017144,GO:0019637,GO:0019693,GO:0022900,GO:0022904,GO:0030964,GO:0032991,GO:0034641,GO:0042773,GO:0042775,GO:0044237,GO:0044238,GO:0044281,GO:0044425,GO:0044459,GO:0044464,GO:0045271,GO:0045272,GO:0045333,GO:0046034,GO:0046483,GO:0050136,GO:0055086,GO:0055114,GO:0070469,GO:0070470,GO:0071704,GO:0071944,GO:0072521,GO:0098796,GO:0098797,GO:0098803,GO:1901135,GO:1901360,GO:1901564,GO:1902494,GO:1990204	1.6.5.3	ko:K00340,ko:K05576		C
	LFTS_00698 	nuoL	NADH-quinone oxidoreductase subunit L	BDKBJLID_01578	NADH dehydrogenase (quinone), chain L	LFTS_00698	1.6.5.3~~~~~~NADH-quinone oxidoreductase subunit L	NADH-quinone oxidoreductase	nuoL		1.6.5.3	ko:K00341		CP
	LFTS_02316	nuoL	NADH-quinone oxidoreductase subunit L	BDKBJLID_00623	NADH ubiquinone oxidoreductase subunit 5	LFTS_02316	1.6.5.3~~~~~~NADH-quinone oxidoreductase subunit L	chain 5 L	nuoL2		1.6.5.3	ko:K00341		C
	LFTS_00699 	nuoM	NADH-quinone oxidoreductase subunit M	BDKBJLID_01579	NADH dehydrogenase (quinone), chain M	LFTS_00699	1.6.5.3~~~~~~NADH-quinone oxidoreductase subunit M	Evidence 2a Function of homologous gene experimentally demonstrated in an other organism	nuoM		1.6.5.3	ko:K00342		C
	LFTS_02315	nuoM	NADH-quinone oxidoreductase subunit M	BDKBJLID_00622	NADH-quinone oxidoreductase subunit M	LFTS_02315	1.6.5.3~~~~~~NADH-quinone oxidoreductase subunit M	NDH-1 shuttles electrons from NAD(P)H, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient	nuoM	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	1.6.5.3	ko:K00342		C
	LFTS_00700	nuoN	NADH-quinone oxidoreductase subunit N	BDKBJLID_01580	NADH dehydrogenase (quinone), chain N	LFTS_00700	1.6.5.3~~~nuoN-1~~~NADH dehydrogenase subunit N	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient	nuoN	GO:0003674,GO:0003824,GO:0003954,GO:0008137,GO:0008150,GO:0008152,GO:0016491,GO:0016651,GO:0016655,GO:0050136,GO:0055114	1.6.5.3	ko:K00343		C
Succinate dehydrogenase / fumarate reductase	LFTS_00585 	sdhA 	Succinate dehydrogenase / fumarate reductase flavoprotein subunit	BDKBJLID_01463	fumarate reductase/succinate dehydrogenase flavoprotein-like protein	LFTS_00585	1.3.5.1~~~~~~succinate dehydrogenase / fumarate reductase flavoprotein subunit	FAD binding domain			1.3.5.1,1.3.5.4,1.4.3.16	ko:K00239,ko:K00244,ko:K00278		C
Cytochrome bd	LFTS_00439 	cydA	Cytochrome d ubiquinol oxidase subunit I	BDKBJLID_01312	cytochrome d terminal oxidase subunit 1	LFTS_00439	1.10.3.-~~~~~~cytochrome d ubiquinol oxidase subunit I	Cytochrome bd terminal oxidase subunit I	cydA	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006091,GO:0008150,GO:0008152,GO:0009055,GO:0009060,GO:0009987,GO:0015980,GO:0016020,GO:0016021,GO:0016491,GO:0016679,GO:0016682,GO:0019646,GO:0020037,GO:0022900,GO:0022904,GO:0031224,GO:0031226,GO:0032991,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0045333,GO:0046906,GO:0048037,GO:0055114,GO:0070069,GO:0071944,GO:0097159,GO:1901363	1.10.3.14	ko:K00425	iPC815.YPO1117,iSBO_1134.SBO_2253,iSFxv_1172.SFxv_0621,iS_1188.S0577,iSbBS512_1146.SbBS512_E2337	C
	LFTS_00440 	cydB 	Cytochrome d ubiquinol oxidase subunit II	BDKBJLID_01313	cytochrome bd-type quinol oxidase, subunit 2	LFTS_00440	1.10.3.-~~~~~~cytochrome d ubiquinol oxidase subunit II	Cytochrome bd terminal oxidase subunit II	cydB	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006091,GO:0008150,GO:0008152,GO:0009055,GO:0009060,GO:0009987,GO:0015980,GO:0016020,GO:0016021,GO:0016491,GO:0016679,GO:0016682,GO:0019646,GO:0020037,GO:0022900,GO:0022904,GO:0031224,GO:0031226,GO:0032991,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0045333,GO:0046906,GO:0048037,GO:0055114,GO:0070069,GO:0071944,GO:0097159,GO:1901363	1.10.3.14	ko:K00426	iECABU_c1320.ECABU_c10120,iLF82_1304.LF82_0101,iNRG857_1313.NRG857_04455,iPC815.YPO1118,iYO844.BSU38750,ic_1306.c1120	C
	LFTS_00441 	ybgT 	Cytochrome bd-I terminal oxidase	BDKBJLID_01314	cyd operon protein (YbgT)	LFTS_00441	~~~~~~cyd operon protein YbgT
Cytochrome b/c1	LFTS_00821 	qcrA	Menaquinol cytochrome b6 complex iron-sulfur subunit 1 	BDKBJLID_01704	cytochrome b subunit of the bc complex	LFTS_00821	~~~~~~ubiquinol-cytochrome c reductase cytochrome b subunit	Cytochrome b/b6/petB	qcrC			ko:K00412,ko:K03888		C
	LFTS_01943	qcrA	Menaquinol cytochrome b6 complex iron-sulfur subunit 1 	BDKBJLID_00238	putative rieske iron-sulfur family protein	LFTS_01943	1.10.9.1~~~~~~cytochrome b6-f complex iron-sulfur subunit	oxidoreductase activity, acting on diphenols and related substances as donors			1.10.9.1	ko:K02636,ko:K03886		C
	LFTS_00822 	qcrB 	Menaquinol-cytochrome c reductase cytochrome b subunit	BDKBJLID_01705	putative thioredoxin	LFTS_00822	~~~~~~Glutaredoxin	Thioredoxin domain						CO
Cytochrome c	LFTS_00766		Cytochrome c mono- and diheme variants	BDKBJLID_01647	cytochrome C	LFTS_00766	~~~~~~Cytochrome c, mono- and diheme variants	Cytochrome c				ko:K00406,ko:K12263		C
	LFTS_02381	ccsB	Cytochrome c biogenesis protein	BDKBJLID_00689	putative cytochrome c biogenesis protein	LFTS_02381	~~~~~~cytochrome c-type biogenesis protein CcsB	Cytochrome C assembly protein	ccsA	GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0008152,GO:0015886,GO:0016020,GO:0044464,GO:0051179,GO:0051181,GO:0051234,GO:0055114,GO:0071702,GO:0071705,GO:0071944,GO:1901678				O
	LFTS_02382	resB	Cytochrome c biogenesis protein	BDKBJLID_00690	ResB protein required for cytochrome c biosynthesis	LFTS_02382	~~~~~~cytochrome c biogenesis protein	ResB-like family	ccs1			ko:K07399		O
	LFTS_01388		Cytochrome c551/552	BDKBJLID_02251	cytochrome c551/c552	LFTS_01388	~~~~~~cytochrome c	Cytochrome c, class I				ko:K08738		C
	LFTS_00732		Cytochrome c553	BDKBJLID_01612	cytochrome c553	LFTS_00732	~~~~~~Cytochrome c553	cytochrome			1.9.3.1	ko:K02275		C
	LFTS_00740			BDKBJLID_01621	cytochrome C553	LFTS_00740	~~~~~~Cytochrome c553	cytochrome			1.9.3.1	ko:K02275		C
	LFTS_00940		Cytochrome c544	BDKBJLID_01825	multidrug resistance efflux pump	LFTS_00940	~~~~~~membrane fusion protein, multidrug efflux system	PFAM secretion protein HlyD family protein	yhbJ			ko:K01993,ko:K03543		V
	LFTS_00730  		Cytochrome c	BDKBJLID_01610	Cytochrome c	LFTS_00730	~~~~~~Cytochrome c	Cytochrome c	petA	GO:0005575,GO:0005622,GO:0005623,GO:0009512,GO:0009579,GO:0032991,GO:0044424,GO:0044436,GO:0044464,GO:0070069	1.8.2.2	ko:K02634,ko:K19713		C
	LFTS_00731		Cytochrome c	BDKBJLID_01611	putative cytochrome C, class I	LFTS_00731	~~~~~~Cytochrome c	Cytochrome c	petA	GO:0005575,GO:0005622,GO:0005623,GO:0009512,GO:0009579,GO:0032991,GO:0044424,GO:0044436,GO:0044464,GO:0070069	1.8.2.2	ko:K02634,ko:K19713		C
	LFTS_00741		Cytochrome c	BDKBJLID_01622	putative cytochrome C, class I	LFTS_00741	~~~~~~Cytochrome c	Cytochrome c	petA	GO:0005575,GO:0005622,GO:0005623,GO:0009512,GO:0009579,GO:0032991,GO:0044424,GO:0044436,GO:0044464,GO:0070069	1.8.2.2	ko:K02634,ko:K19713		C
	LFTS_02378	ccdA	Cytochrome c biogenesis protein	BDKBJLID_00686	putative cytochrome c bio-202sis protein (CcdA)	LFTS_02378	~~~ccdA~~~cytochrome c-type biogenesis protein	Cytochrome C biogenesis protein transmembrane region	ccdA			ko:K06196		O
Cytochrome cbb3 oxidase	LFTS_01396 		Cytochrome c oxidase cbb3-type subunit I	BDKBJLID_02261	cbb3-type cytochrome oxidase, subunit 1	LFTS_01396	1.9.3.1~~~~~~cytochrome c oxidase cbb3-type subunit 1	oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor	ccoN		1.9.3.1	ko:K00404		C
	LFTS_01857 		Cytochrome c oxidase cbb3-type subunit I	BDKBJLID_00149	cbb3-type cytochrome oxidase, subunit 1	LFTS_01857	1.9.3.1~~~~~~cytochrome c oxidase cbb3-type subunit 1	oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor	ccoN		1.9.3.1	ko:K00404		C
	LFTS_01964		Cytochrome c oxidase cbb3-type subunit I	BDKBJLID_00259	cbb3-type cytochrome oxidase, subunit 1	LFTS_01964	1.9.3.1~~~~~~cytochrome c oxidase cbb3-type subunit 1	oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor			1.9.3.1	ko:K00404		C
	LFTS_01531 		Cytochrome c oxidase cbb3-type subunit II
	LFTS_01972		Cytochrome c oxidase cbb3-type subunit II	BDKBJLID_00267	cbb3-type cytochrome oxidase, cytochrome c subunit	LFTS_01972	~~~~~~cytochrome c oxidase cbb3-type subunit 2	Cytochrome C oxidase, mono-heme subunit/FixO	ccoP			ko:K00405		C
	LFTS_01351		Cytochrome c oxidase cbb3-type subunit III	BDKBJLID_02213	Cytochrome C oxidase, cbb3-type, subunit III	LFTS_01351	~~~~~~Cytochrome C oxidase, cbb3-type, subunit III	Cytochrome C oxidase, cbb3-type, subunit III	actE					C
	LFTS_01930		Cytochrome c oxidase cbb3-type subunit III	BDKBJLID_00224	Cytochrome C oxidase, cbb3-type, subunit III	LFTS_01930	~~~~~~Cytochrome C oxidase, cbb3-type, subunit III	Cytochrome c			1.1.9.1	ko:K17760		C
	LFTS_02094 		Cytochrome c oxidase cbb3-type subunit III	BDKBJLID_00395	cytochrome c class I	LFTS_02094	~~~~~~Cytochrome C oxidase, cbb3-type, subunit III	Cytochrome C oxidase, cbb3-type, subunit III						C
	LFTS_02276		Cytochrome c oxidase cbb3-type subunit III	BDKBJLID_00582	cytochrome c class I	LFTS_02276	~~~~~~Cytochrome C oxidase, cbb3-type, subunit III	Cytochrome C oxidase, cbb3-type, subunit III						C
ATP synthase	LFTS_00066	atpA	ATP synthase subunit alpha	BDKBJLID_00917	F0F1-type ATP synthase, alpha subunit	LFTS_00066	3.6.3.14~~~atpA~~~ATP synthase F1 subcomplex alpha subunit	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit	atpA	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0008324,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015672,GO:0015985,GO:0015986,GO:0016020,GO:0016462,GO:0016469,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0030312,GO:0032991,GO:0033178,GO:0034220,GO:0034641,GO:0034654,GO:0040007,GO:0042623,GO:0042625,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0044769,GO:0045259,GO:0045260,GO:0045261,GO:0045262,GO:0046034,GO:0046390,GO:0046483,GO:0046933,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:0090662,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098797,GO:0099131,GO:0099132,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902600	3.6.3.14	ko:K02111	iIT341.HP1134,iSB619.SA_RS10975,iSbBS512_1146.SbBS512_E4187	C
	LFTS_00062	atpB	ATP synthase subunit a	BDKBJLID_00913	F0F1-type ATP synthase, subunit a	LFTS_00062	~~~atpB~~~F-type H+-transporting ATPase subunit a	it plays a direct role in the translocation of protons across the membrane	atpB			ko:K02108		C
	LFTS_00069	atpC	ATP synthase epsilon chain	BDKBJLID_00920	F0F1-type ATP synthase, epsilon subunit	LFTS_00069	~~~atpC~~~F-type H+-transporting ATPase subunit epsilon	Produces ATP from ADP in the presence of a proton gradient across the membrane	atpC	GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0015672,GO:0015985,GO:0015986,GO:0016020,GO:0016469,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0032991,GO:0033178,GO:0034220,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044425,GO:0044464,GO:0045259,GO:0045261,GO:0046034,GO:0046390,GO:0046483,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902600		ko:K02114		C
