Subsystem	Locus_tag	Gene	Predicted_function	Canu_id	Prokka_annotation	Article_id	Article_annotation	EggNOG_annotation	EggNOG_gene_name	GO_terms	EC_number	KEGG_KO	BiGG_reactions	COG_cat
	LFTS_00081		1,2-diacylglycerol 3-beta-galactosyltransferase	BDKBJLID_00932	UDP-N-acetylglucosamine	LFTS_00081	2.4.1.315~~~~~~processive 1,2-diacylglycerol beta-glucosyltransferase	Monogalactosyldiacylglycerol (MGDG) synthase	ugtP		2.4.1.315	ko:K03429		M
	LFTS_01292	lpxD	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	BDKBJLID_02153	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	LFTS_01292	2.3.1.191~~~lpxD~~~UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	Catalyzes the N-acylation of UDP-3-O-acylglucosamine using 3-hydroxyacyl-ACP as the acyl donor. Is involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell	lpxD		2.3.1.191	ko:K02536		M
	LFTS_01293	fabZ	3R-hydroxymyristoyl-[acyl-carrier-protein] dehydratase	BDKBJLID_02154	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	LFTS_01293	4.2.1.59~~~fabZ~~~3-hydroxyacyl-[acyl-carrier-protein] dehydratase	Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs	fabZ	GO:0003674,GO:0003824,GO:0016829,GO:0016835,GO:0016836,GO:0019171	3.5.1.108,4.2.1.59	ko:K02372,ko:K16363		I
	LFTS_01294	lpxA	UDP-N-acetylglucosamine O-acyltransferase	BDKBJLID_02155	acyl-(acyl carrier protein)-UDP-N-acetylglucosamine O-acyltransferase	LFTS_01294	2.3.1.129~~~lpxA~~~acyl-[acyl-carrier-protein]--UDP-N- acetylglucosamine O-acyltransferase	Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell	lpxA	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008374,GO:0008610,GO:0008654,GO:0008780,GO:0009058,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016740,GO:0016746,GO:0016747,GO:0019637,GO:0042802,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044444,GO:0044464,GO:0046467,GO:0046493,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509	2.3.1.129	ko:K00677	iIT341.HP1375,iPC815.YPO1056	M
	LFTS_01297	lpxB	Lipid-A-disaccharide synthase	BDKBJLID_02158	lipid-A-disaccharide synthase	LFTS_01297	2.4.1.182~~~~~~lipid-A-disaccharide synthase	Condensation of UDP-2,3-diacylglucosamine and 2,3- diacylglucosamine-1-phosphate to form lipid A disaccharide, a precursor of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell	lpxB	GO:0003674,GO:0003824,GO:0005488,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008194,GO:0008289,GO:0008610,GO:0008654,GO:0008915,GO:0009058,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016020,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0019637,GO:0019897,GO:0019898,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0046467,GO:0046493,GO:0071704,GO:0071944,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509	2.4.1.182	ko:K00748	iE2348C_1286.E2348C_0187,iEcolC_1368.EcolC_3478,iIT341.HP0867	M
	LFTS_01299	msbA	"Fused lipid transporter subunits of ABC superfamily: membrane 
component/ATP-binding cassette"	BDKBJLID_02160	ABC-type multidrug transport system, ATPase and permease component	LFTS_01299	3.6.3.-~~~~~~ATP-binding cassette, subfamily B, MsbA	Evidence 2a Function of homologous gene experimentally demonstrated in an other organism	msbA	GO:0000166,GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006855,GO:0006869,GO:0008144,GO:0008150,GO:0008289,GO:0008559,GO:0009987,GO:0010876,GO:0015221,GO:0015238,GO:0015399,GO:0015405,GO:0015437,GO:0015893,GO:0015920,GO:0016020,GO:0016021,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022804,GO:0022857,GO:0022884,GO:0030554,GO:0031224,GO:0031226,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033036,GO:0034040,GO:0034204,GO:0035639,GO:0036094,GO:0042221,GO:0042493,GO:0042623,GO:0042626,GO:0042802,GO:0042908,GO:0042910,GO:0043167,GO:0043168,GO:0043190,GO:0043492,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0061024,GO:0065007,GO:0065008,GO:0071702,GO:0071840,GO:0071944,GO:0097035,GO:0097159,GO:0097367,GO:0098533,GO:0098796,GO:0098797,GO:1901264,GO:1901265,GO:1901363,GO:1901505,GO:1902494,GO:1902495,GO:1904949,GO:1990351		ko:K02021,ko:K06147,ko:K11085	iJN746.PP_4935,iPC815.YPO1395,iUMN146_1321.UM146_12980	V
	LFTS_01300	"kdtA, 
waaA"	3-deoxy-D-manno-octulosonic-acid transferase	BDKBJLID_02161	3-deoxy-D-manno-octulosonic-acid transferase	LFTS_01300	2.4.99.12~~~~~~3-deoxy-D-manno-octulosonic-acid transferase	3-Deoxy-D-manno-octulosonic-acid transferase (kdotransferase)	kdtA	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0005975,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016020,GO:0016051,GO:0016740,GO:0019637,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044464,GO:0046467,GO:0046493,GO:0071704,GO:0071944,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509	2.4.99.12,2.4.99.13,2.4.99.14,2.4.99.15	ko:K02527	iECNA114_1301.ECNA114_3778,iIT341.HP0957,iUMNK88_1353.UMNK88_4417	M
	LFTS_01301	lpxK	Lipid A tetraacyldisaccharide 4'-kinase	BDKBJLID_02162	lipid-A-disaccharide kinase	LFTS_01301	2.7.1.130~~~~~~lipid-A-disaccharide kinase	Transfers the gamma-phosphate of ATP to the 4'-position of a tetraacyldisaccharide 1-phosphate intermediate (termed DS-1- P) to form tetraacyldisaccharide 1,4'-bis-phosphate (lipid IVA)	lpxK	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0005975,GO:0005976,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0008654,GO:0009029,GO:0009058,GO:0009059,GO:0009103,GO:0009244,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016020,GO:0016051,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019637,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044464,GO:0046401,GO:0046467,GO:0046493,GO:0071704,GO:0071944,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509	2.7.1.130	ko:K00912	iBWG_1329.BWG_0767,iECDH10B_1368.ECDH10B_0985,iPC815.YPO1396	M
	LFTS_01302	lpxL	Lauryl-acyl carrier protein (ACP)-dependent	BDKBJLID_02163	KDO2-lipid IV(A) lauroyltransferase	LFTS_01302	2.3.1.241~~~~~~KDO2-lipid IV(A) lauroyltransferase	Bacterial lipid A biosynthesis acyltransferase	htrB		2.3.1.241	ko:K02517		M
	LFTS_01303	rfaF	ADP-heptose:LPS heptosyltransferase II	BDKBJLID_02164	Glycosyltransferase family 9 (heptosyltransferase)	LFTS_01303	~~~~~~Glycosyltransferase family 9 (heptosyltransferase)	ADP-heptose-lipopolysaccharide heptosyltransferase activity				ko:K02843,ko:K02849		M
	LFTS_01304	rfaC	ADP-heptose:LPS heptosyl transferase I	BDKBJLID_02165	heptosyltransferase-1	LFTS_01304	~~~~~~heptosyltransferase-1	Glycosyltransferase family 9 (heptosyltransferase)	rfaF		2.4.99.12,2.4.99.13,2.4.99.14,2.4.99.15	ko:K02527,ko:K02841,ko:K02843,ko:K12982		M
	LFTS_01305	rfaC	ADP-heptose:LPS heptosyl transferase I	BDKBJLID_02166	heptosyltransferase-1	LFTS_01305	~~~~~~heptosyltransferase-1	Glycosyltransferase family 9 (heptosyltransferase)				ko:K02841,ko:K02843,ko:K12982		M
	LFTS_01306	kdtX	Lipopolysaccharide core biosynthesis glycosyl transferase	BDKBJLID_02167	(heptosyl)LPS beta-1,4-glucosyltransferase	LFTS_01306	2.4.1.-~~~~~~(heptosyl)LPS beta-1,4-glucosyltransferase	biosynthesis glycosyltransferase	kdtX			ko:K12984		M
	LFTS_01307	wbdM	Glycosyltransferase	BDKBJLID_02168	Glycosyl transferase family 2	LFTS_01307	~~~~~~Glycosyl transferase family 2	Glycosyl transferase, family 2		GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0016020,GO:0030312,GO:0044464,GO:0071944				V
	LFTS_01298		Glycosyl transferase family protein	BDKBJLID_02159	Glycosyl transferase family 2	LFTS_01298	~~~~~~Glycosyl transferase family 2	Evidence 3 Function proposed based on presence of conserved amino acid motif, structural feature or limited homology						S
	LFTS_01308		Glycosyl transferase family protein	BDKBJLID_02169	Glycosyltransferase, GT2 family	LFTS_01308	~~~~~~Glycosyltransferase, GT2 family	Glycosyl transferase, family 2				ko:K20444		V
	LFTS_01310		Glycosyl transferase family protein	BDKBJLID_02171	Glycosyltransferase involved in cell wall bisynthesis	LFTS_01310	~~~~~~Glycosyltransferase involved in cell wall bisynthesis	Evidence 3 Function proposed based on presence of conserved amino acid motif, structural feature or limited homology						S
	LFTS_01311	rfaF	ADP-heptose:LPS heptosyltransferase II	BDKBJLID_02172	heptosyltransferase-2	LFTS_01311	~~~~~~heptosyltransferase-2	Glycosyltransferase family 9 (heptosyltransferase)	tibC			ko:K02841,ko:K02843,ko:K02849		EM
	LFTS_01312	gmhB	D,D-heptose 1,7-bisphosphate phosphatase	BDKBJLID_02173	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase	LFTS_01312	3.1.3.82~~~~~~D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase	D,D-heptose 1,7-bisphosphate phosphatase	hisB	GO:0000105,GO:0000271,GO:0000287,GO:0003674,GO:0003824,GO:0004401,GO:0004424,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0006082,GO:0006520,GO:0006547,GO:0006629,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0008610,GO:0008652,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009244,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016053,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019438,GO:0019752,GO:0033692,GO:0034200,GO:0034637,GO:0034641,GO:0034645,GO:0042578,GO:0042802,GO:0043167,GO:0043169,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046401,GO:0046483,GO:0046872,GO:0046914,GO:0052803,GO:0071704,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1903509	2.7.7.71,3.1.3.15,3.1.3.82,3.1.3.83,4.2.1.19,5.3.1.28,6.3.2.10	ko:K01089,ko:K01929,ko:K03271,ko:K03273,ko:K15669	iB21_1397.B21_00198,iEC55989_1330.EC55989_0198,iECBD_1354.ECBD_3418,iECB_1328.ECB_00199,iECD_1391.ECD_00199,iECIAI1_1343.ECIAI1_0202,iECO103_1326.ECO103_0200,iECO111_1330.ECO111_2746,iECS88_1305.ECS88_2121,iECSE_1348.ECSE_0202,iETEC_1333.ETEC_0196,iEcHS_1320.EcHS_A0204,iEcolC_1368.EcolC_3459,iIT341.HP0860,iJN746.PP_0059,iUMNK88_1353.UMNK88_2570	E
	LFTS_01314	rfaF	ADP-heptose:LPS heptosyltransferase II	BDKBJLID_02175	ADP-heptose:LPS heptosyltransferase	LFTS_01314	~~~~~~ADP-heptose:LPS heptosyltransferase	ADP-heptose-lipopolysaccharide heptosyltransferase activity				ko:K02843,ko:K02849		M
	LFTS_01315	rfaQ	Lipopolysaccharide core biosynthesis protein	BDKBJLID_02176	heptosyltransferase-3	LFTS_01315	~~~~~~heptosyltransferase-3	Glycosyltransferase family 9 (heptosyltransferase)				ko:K02843,ko:K02849		M
	LFTS_01316	pgaB	"Biofilm adhesin polysaccharide PGA export lipoprotein with a 
polysaccharide deacetylase activity needed for export"	BDKBJLID_02177	Polysaccharide deacetylase	LFTS_01316	~~~~~~Polysaccharide deacetylase	polysaccharide deacetylase	icaB					G
	LFTS_01317	pimB	Group 1 glycosyl transferase	BDKBJLID_02178	Glycosyltransferase involved in cell wall bisynthesis	LFTS_01317	~~~~~~Glycosyltransferase involved in cell wall bisynthesis	transferase activity, transferring glycosyl groups	wbpT			ko:K00754		M
	LFTS_01323	rfaL	O-antigen ligase	BDKBJLID_02184	putative inorganic carbon (hco3(-)) transporter	LFTS_01323	~~~~~~putative inorganic carbon (hco3(-)) transporter	-O-antigen				ko:K02847,ko:K18814		M
	LFTS_01328	arnT	4-amino-4-deoxy-L-arabinose transferase	BDKBJLID_02189	Dolichyl-phosphate-mannose-protein mannosyltransferase	LFTS_01328	~~~~~~Dolichyl-phosphate-mannose-protein mannosyltransferase	4-amino-4-deoxy-L-arabinose transferase activity			2.4.1.83	ko:K00721		M
	LFTS_01329	rfaF	ADP-heptose:LPS heptosyltransferase II	BDKBJLID_02190	putative glycosyl transferase, family 9	LFTS_01329	~~~~~~heptosyltransferase-2	ADP-heptose-lipopolysaccharide heptosyltransferase activity				ko:K02843		M
	LFTS_01330	DPM1	Dolichol-phosphate mannosyltransferase	BDKBJLID_02192	glycosyl transferase family 2	LFTS_01330	2.4.1.83~~~sc6D~~~dolichol-phosphate mannosyltransferase	Glycosyl transferase family 2	ppm1		2.4.1.83	ko:K00721		M
	LFTS_01331	arnT	4-amino-4-deoxy-L-arabinose transferase	BDKBJLID_02193	4-amino-4-deoxy-L-arabinose transferase	LFTS_01331	~~~~~~Dolichyl-phosphate-mannose-protein mannosyltransferase	4-amino-4-deoxy-L-arabinose transferase activity			2.4.1.83	ko:K00721		M
	LFTS_01345	lptG	"Lipopolysaccharide export ABC permease of the LptBFGC export 
complex"	BDKBJLID_02207	putative permease, YjgP/YjgQ family	LFTS_01345	~~~~~~lipopolysaccharide export system permease protein	Predicted permease YjgP/YjgQ family	lptG			ko:K11720		S
	LFTS_01346	lptF	"Lipopolysaccharide export ABC permease of the LptBFGC export 
complex"	BDKBJLID_02208	putative permease, YjgP/YjgQ family	LFTS_01346	~~~~~~lipopolysaccharide export system permease protein	Predicted permease YjgP/YjgQ family	lptF			ko:K07091,ko:K11720		S
	LFTS_01629	rfaD	ADP-L-glycero-D-mannoheptose-6-epimerase	BDKBJLID_02498	ADP-L-glycero-D-manno-heptose-6-epimerase	LFTS_01629	5.1.3.20~~~~~~ADP-L-glycero-D-manno-heptose 6-epimerase	3-beta hydroxysteroid dehydrogenase/isomerase family	hldD	GO:0000166,GO:0000271,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0008712,GO:0009058,GO:0009059,GO:0009103,GO:0009244,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016853,GO:0016854,GO:0016857,GO:0033692,GO:0034637,GO:0034645,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044444,GO:0044464,GO:0046401,GO:0048037,GO:0050661,GO:0050662,GO:0070401,GO:0071704,GO:0097159,GO:1901135,GO:1901137,GO:1901265,GO:1901363,GO:1901576,GO:1903509	5.1.3.20	ko:K03274	iPC815.YPO0058,iYL1228.KPN_03963	GM
	LFTS_01631	mef	Macrolide-efflux protein	BDKBJLID_02501	putative arabinose efflux permease, MFS family	LFTS_01631	~~~~~~putative arabinose efflux permease, MFS family	Evidence 3 Function proposed based on presence of conserved amino acid motif, structural feature or limited homology						EGP
	LFTS_01632	BGLUT	UDP-glucose:tetrahydrobiopterin glucosyltransferase	BDKBJLID_02502	putative glycosyl transferase, group 1	LFTS_01632	~~~glgA4~~~Glycosyltransferase involved in cell wall bisynthesis	Glycosyltransferase Family 4				ko:K00713,ko:K06338		M
	LFTS_01633	otsA	Trehalose 6-phosphate synthase	BDKBJLID_02503	alpha,alpha-trehalose-phosphate synthase (UDP-forming)	LFTS_01633	2.4.1.15~~~~~~trehalose 6-phosphate synthase	Glycosyltransferase family 20	otsA		2.4.1.15,2.4.1.245,2.4.1.347,2.5.1.135,3.1.3.12	ko:K00697,ko:K13057,ko:K16055,ko:K20436		G
	LFTS_01634	otsB	Trehalose 6-phosphate phosphatase	BDKBJLID_02504	trehalose 6-phosphate phosphatase	LFTS_01634	3.1.3.12~~~~~~trehalose 6-phosphate phosphatase	Removes the phosphate from trehalose 6-phosphate to produce free trehalose	otsB	GO:0000287,GO:0003674,GO:0003824,GO:0004805,GO:0005488,GO:0005975,GO:0005984,GO:0005991,GO:0005992,GO:0006793,GO:0006796,GO:0006950,GO:0006970,GO:0008150,GO:0008152,GO:0009058,GO:0009266,GO:0009311,GO:0009312,GO:0009409,GO:0009628,GO:0009987,GO:0016051,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019203,GO:0033554,GO:0034637,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0046351,GO:0046872,GO:0050896,GO:0051716,GO:0070413,GO:0070415,GO:0070417,GO:0071704,GO:1901576	2.4.1.15,2.4.1.347,3.1.3.12	ko:K00697,ko:K01087,ko:K16055	iE2348C_1286.E2348C_2018,iECED1_1282.ECED1_2163,iECIAI39_1322.ECIAI39_1155,iECS88_1305.ECS88_1952,iLF82_1304.LF82_1582,iNRG857_1313.NRG857_09495	G
	LFTS_01635	rfbD, rmlD	dTDP-4-dehydrorhamnose reductase	BDKBJLID_02505	dTDP-4-dehydrorhamnose reductase	LFTS_01635	1.1.1.133~~~~~~dTDP-4-dehydrorhamnose reductase	Catalyzes the reduction of dTDP-6-deoxy-L-lyxo-4- hexulose to yield dTDP-L-rhamnose	rfbD		1.1.1.133	ko:K00067		M
	LFTS_01721	arnE	Undecaprenyl phosphate-alpha-L-ara4N exporter	BDKBJLID_00004	EamA-like transporter family protein	LFTS_01721	~~~~~~EamA-like transporter family protein	spore germination						EG
	LFTS_01782	hddC	"D-glycero-alpha-D-manno-heptose 1-phosphate
guanylyltransferase"	BDKBJLID_00069	D-glycero-D-manno-heptose 1-phosphate guanosyltransferase	LFTS_01782	2.7.7.71~~~~~~D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase	Nucleotidyl transferase			2.7.7.13,2.7.7.71,3.1.3.82,3.1.3.83	ko:K00966,ko:K03273,ko:K15669		JM
	LFTS_01783	galE	UDP-galactose-4-epimerase	BDKBJLID_00070	NAD-dependent epimerase/dehydratase	LFTS_01783	~~~~~~Nucleoside-diphosphate-sugar epimerase	Polysaccharide biosynthesis protein						M
	LFTS_01808	rfaF	ADP-heptose:LPS heptosyltransferase	BDKBJLID_00095	heptosyltransferase-2	LFTS_01808	~~~~~~heptosyltransferase-2	ADP-heptose-lipopolysaccharide heptosyltransferase activity	rfaF		2.4.99.12,2.4.99.13,2.4.99.14,2.4.99.15	ko:K02527,ko:K02841,ko:K02843,ko:K12982		M
